name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Small Pulsed Laser,istl_impaler_rapid,1,,450,600,225.7,,,0,20,4,,,,ENERGY,,239,0.1,0.4,0.4,0.3,,,,,4200,,,,,,,ANTI_FTR,"beam9, dmeenergy_bp, revolutionary",,DME Export,,General,,,,,,,,,,80
Medium Pulsed Laser,istl_heavylrpd,2,,1200,800,300,,,0,10,9,,,,ENERGY,,428.5,0.15,1.8,0.9,0.15,,,,,4800,,,,,,,,"energy13, beam10, dmeenergy_bp, revolutionary",,DME Export,,General,,,,,,,,,,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Refit Built-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barker Attack Gun,istl_barker,0,,300,600,,50,,3,25,3,,,,HIGH_EXPLOSIVE,60,,,0.95,3,0.15,3,9,2,15,,1000,,,45,,,SYSTEM,he5,,,,,,,,,,,,,,82
Buzzgun MG,istl_buzzgun,3,,125,300,,30,,1,105,2,,,,FRAGMENTATION,1,,,0.12,3,0.12,2,10,1.5,10,,1000,,,0,,,"PD, SYSTEM","pd5, SR",,Dassault-Mikoyan,,Point Defense,,,,,,,,,,83
Energy Torpedo,istl_energymissile,3,,100,1000,,750,,15,30,1,1,,,ENERGY,0,,,1,1,,,,,,,180,80,8,300,,,"GUIDED_POOR, EXTRA_RANGE_ON_FIGHTER, SYSTEM","missile6, strike0",,,,,,,,,,,,,,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Shotgun Projectiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flak Buckshot,istl_linearflakshot_clone,3,,0,600,,60,,3,10,3,,,,FRAGMENTATION,0,,,5,,,,,,,,900,,,5,,,SYSTEM,,,,,,,,,,,,,,,141
Snub Hybrid Core,istl_omniblaster_core,3,,0,400,,750,400,0,40,9,,,,ENERGY,0,,,10,,,,,,,,950,,,4000,,,SYSTEM,,,,,,,,,,,,,,,148
Snub Hybrid Sub,istl_omniblaster_sub,3,,0,400,,125,50,0,40,9,,,,ENERGY,0,,,10,,,,,,,,950,,,4000,,,SYSTEM,,,,,,,,,,,,,,,149
Scatterlaser Core,istl_scatterlaser_core,3,,0,700,,300,,0,16,5,,,,ENERGY,0,,,1,,,,,,,,1150,,,,,,SYSTEM,,,,,,,,,,,,,,,150
Scatterlaser Sub,istl_scatterlaser_sub,3,,0,700,,75,,0,16,5,,,,ENERGY,0,,,1,,,,,,,,1250,,,,,,SYSTEM,,,,,,,,,,,,,,,151
Scatterlaser Submicro,istl_scatterlaser_submicro,3,,0,700,,50,,0,16,5,,,,ENERGY,0,,,1,,,,,,,,1200,,,,,,SYSTEM,,,,,,,,,,,,,,,152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Decorative/Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensor Array,istl_sensorarray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,154
Blinker A (blue),istl_blinkerA_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,155
Blinker B (blue),istl_blinkerB_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,156
Blinker C (green),istl_blinkerC_green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,157
BB Engine MED,istl_bbengine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,158
BB Engine LG,istl_bbengine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,159
Deco Vent Small,istl_bbdecovent_sm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,160
Deco Vent Large,istl_bbdecovent_lg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Flares Main,istl_flarelauncher_main,,,,500,,15,300,,,,,0,,ENERGY,0,0,,0.15,3,0.15,75,75,1,10,,400,200,7.5,1,,,SYSTEM,,,,,,,,,,,,,,,162
Smart Flares M Fighter,istl_flarelauncher_fighter,,,,250,,15,300,,,,,0,,ENERGY,0,0,,0.2,1,,75,75,1,10,,400,200,6,1,,,SYSTEM,,,,,,,,,,,,,,,163
Decoy Flares Main,istl_flarelauncher_low_main,,,,500,,10,120,,,,,0,,ENERGY,0,0,,0.1,10,0.1,50,60,1,10,,135,350,3,1,,,SYSTEM,,,,,,,,,,,,,,,164
Decoy Flares M Fighter,istl_flarelauncher_low_fighter,,,,250,,10,120,,,,,0,,ENERGY,0,0,,0.15,5,0.15,50,60,1,10,,135,350,2,1,,,SYSTEM,,,,,,,,,,,,,,,165
Energy Minelayer,istl_minelayer,0,,200000,1000,,750,1000,25,30,12,30,,,ENERGY,0,,,2.9,2,0.1,,,,,,50,50,20,500,,,SYSTEM,,,,,,,,,,,,,,,166
Sigma Minelayer,istl_sigma_minelayer,0,,200000,750,,500,,25,30,12,30,,,HIGH_EXPLOSIVE,0,,,2.9,2,0.1,,,,,,50,50,15,325,,,SYSTEM,,,,,,,,,,,,,,,166
Plasma Decoys,istl_BBflarelauncher,,,,200,,10,0,,,,,0,,ENERGY,0,0,,0.15,2,0.3,30,30,0,0,,200,100,8,400,,,SYSTEM,,,,,,,,,,,,,,,167
S-Phase Decoys,istl_BBDflare,,,,200,,10,0,,,,,0,,ENERGY,0,0,,0.14,3,0.2,30,30,0,0,,200,100,7,300,,,SYSTEM,,,,,,,,,,,,,,,168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Scrapheap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBM Core,istl_TBM_HEcore,3,,0,900,,300,,3,10,3,,,,HIGH_EXPLOSIVE,0,,,5,,,,,,,,700,,,5,,,SYSTEM,,,,,,,,,,,,,,,145
TBM Buckshot,istl_TBM_fragcloud,3,,0,50,,50,,3,10,3,,,,FRAGMENTATION,0,,,5,,,,,,,,700,,,5,,,SYSTEM,,,,,,,,,,,,,,,147
Jongleur ESAD (Single),istl_marteau_esm_single,3,,150,1000,,325,,15,30,1,1,,,HIGH_EXPLOSIVE,0,,,5,1,,,,,,,500,200,6,180,,,"DO_NOT_AIM, STRIKE, USE_VS_FRIGATES, SYSTEM","missile5, strike2",,Dassault-Mikoyan,,Pressure,Medium,Good,,,,,,,TRUE,76
AMM Blister Pod,istl_AMMblisterlauncher,3,,2400,1000,,900,,,10,10,32,,,HIGH_EXPLOSIVE,,,,8,1,,,,,,,225,50,5,250,,,"DO_NOT_AIM, MISSILE_SPREAD, CONSERVE_1, SYSTEM","utility13, missile7",,Dassault-Mikoyan,,Anti Small Craft,Fast,Excellent,,,%s extra damage on armor or hull hits.,0-25,,,,48
Hyper Grav Burst,istl_bravekinetic,3,,0,600,,1000,400,400,15,22,2,0.1,1,KINETIC,1250,,0.15,4.85,1,,,,,,,2000,,,1000,,,"STRIKE, GROUP_LINKED, SYSTEM",kinetic20,,Deserter,,Anti Shield,Very Fast,,,,,,,,,170
Plasma Barrage,istl_plasmamortar,3,,0,1000,,120,200,0,30,20,60,0.6,15,ENERGY,150,,0.16,2.2,5,0.16,1,6,3,5,,450,,,,,,"STRIKE, USE_VS_FRIGATES, GROUP_ALTERNATING, SYSTEM","energy20, LR",,Deserter,,Pressure,,,,,,,,,,171
Plasma Vulcan,istl_plasvulcan,3,,0,350,,35,,1,180,5,,,,HIGH_EXPLOSIVE,15,,0.15,0.15,5,0.05,5,15,1,20,,1200,,,,0.6,,"PD, PD_ALSO, SYSTEM","pd2, SR",,Blade Breakers,,Suppression,,,,,,,,,,169
Smart-Plasmid Sub,istl_thermalmortar_sub,3,,0,1000,,300,,0,30,16,,,,HIGH_EXPLOSIVE,300,,,0.9,1,,1,6,3,5,,350,,,,,,SYSTEM,,,,,,,,,,,,,,,153
