name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Unknown Contact,hmi_spookyboi_base,Capital Terror,Undeterminable,displacer,100,20000,1750,70000,,2000,80,,85,45,45,20,7,3000,FRONT,,360,0.4,0.7,,,0,0,100,400,15,27,7,1000000,5,25,720,0.25,100,100,,,,,,,"SHIP_WITH_MODULES, UNBOARDABLE, HIDE_IN_CODEX,NEVER_DODGE_MISSILES","no_autofit, no_drop, no_bp_drop",,1,4,6,,509.111
,hmi_spookyboi_left,Capital Terror,Undeterminable,highenergyfocus,1,10000,1000,23000,,1000,60,,85,45,45,20,7,3000,NONE,,0,0,0,,,0,0,100,400,15,27,7,1000000,5,25,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,1,4,6,,509.112
,hmi_spookyboi_right,Capital Terror,Undeterminable,highenergyfocus,1,10000,1000,23000,,1000,60,,85,45,45,20,7,3000,NONE,,0,0,0,,,0,0,100,400,15,27,7,1000000,5,25,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,1,2,3,,509.113
,hmi_spookyboi_back,Capital Terror,Undeterminable,mine_strike,1,10000,500,2000,,500,0,,85,45,45,20,7,3000,NONE,,0,0,0,,,0,0,100,400,15,27,7,1000000,5,25,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,1,2,3,,510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_back_2,Capital Terror,Undeterminable,acausaldisruptor,20,8000,1000,6000,,700,0,,85,45,45,30,12,3000,NONE,,0,0,0,,,0,0,100,400,15,27,7,1000000,5,25,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_left_cl,Capital Terror,Undeterminable,damper,20,15000,1000,10000,,900,0,,30,20,10,12,12,2250,NONE,,0,0,0,,,0,0,150,150,5,30,8,1000000,4,12,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.11
Unknown Contact,hmi_spookyboi_left_dd,Capital Terror,Undeterminable,hmi_creep_drive,10,4000,400,9000,,300,0,,55,35,20,30,20,500,NONE,,0,0,0,,,0,0,100,85,5,30,8,1000000,4,12,120,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.21
Unknown Contact,hmi_spookyboi_left_ff,Capital Terror,Undeterminable,displacer,5,4000,400,1400,,80,0,,160,150,100,45,85,120,NONE,,0,0,0,,,0,0,30,15,1,15,9,1000000,5,20,120,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_right_cl,Capital Terror,Undeterminable,damper,20,15000,1000,10000,,900,0,,30,20,10,12,12,2250,NONE,,0,0,0,,,0,0,150,150,5,30,8,1000000,4,12,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.11
Unknown Contact,hmi_spookyboi_right_dd,Capital Terror,Undeterminable,hmi_creep_drive,10,4000,400,9000,,300,0,,55,35,20,30,20,500,NONE,,0,0,0,,,0,0,100,85,5,30,8,1000000,4,12,120,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.21
Unknown Contact,hmi_spookyboi_right_ff,Capital Terror,Undeterminable,displacer,5,4000,400,1400,,80,0,,160,150,100,45,85,120,NONE,,0,0,0,,,0,0,30,15,1,15,9,1000000,5,20,120,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_phase2,Capital Terror,Undeterminable,displacer,100,40000,1500,35000,,2400,100,,105,90,80,65,75,2400,FRONT,,360,0.2,0.6,,,0,0,100,400,15,27,7,1000000,3,50,1080,0.25,100,100,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_phase2_left,Capital Terror,Undeterminable,entropyamplifier,10,7000,850,4000,,400,0,,100,75,50,30,30,400,PHASE,phasecloak,,,,0.05,0.04,25,50,60,100,2,50,9,1000000,5,30,300,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.31
Unknown Contact,hmi_spookyboi_phase2_right,Capital Terror,Undeterminable,entropyamplifier,10,7000,850,4000,,400,0,,100,75,50,30,30,400,PHASE,phasecloak,,,,0.05,0.04,25,50,60,100,2,50,9,1000000,5,30,300,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_phase3,Capital Terror,Undeterminable,mote_control,100,29000,900,36000,,2000,100,,125,100,85,55,75,2000,PHASE,phasecloak,,,,0.02,0.02,0,0,100,400,15,27,7,1000000,3,50,1080,0.25,100,100,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,510.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_phase4,Capital Terror,Undeterminable,hmi_creep_drive,100,22000,750,24000,,900,100,,110,80,50,30,30,1800,OMNI,,280,0.4,0.6,,,0,0,150,90,3,30,8,1000000,4,20,1080,0.25,100,100,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,405
Unknown Contact,hmi_spookyboi_phase4_left,Capital Terror,Undeterminable,hmi_timeaccelerator,10,5000,450,6000,,260,0,,90,60,40,30,60,400,FRONT,,360,0.4,0.6,,,0,0,100,60,2,30,9,500000,5,12,360,0.25,10,10,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,300
Unknown Contact,hmi_spookyboi_phase4_right,Capital Terror,Undeterminable,hmi_timeaccelerator,10,5000,450,6000,,260,0,,90,60,40,30,60,400,FRONT,,360,0.4,0.6,,,0,0,100,60,2,30,9,500000,5,12,360,0.25,10,10,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Contact,hmi_spookyboi_phase5,Capital Terror,Undeterminable,phaseteleporter,100,10000,650,10000,6250,600,60,,120,175,150,50,100,200,FRONT,,360,0.6,0.6,,,0,0,10,15,1,15,10,1000000,8,40,120,0.25,15,15,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop",,,,,,202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##HMI Unique and Boss Ships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2,4,,504.52
Herakles (RG),hmi_herakles_rc,Heavy Battleship,Red Guards,ammofeed,40,35000,1250,19500,31250,765,380, ,25,15,10,5,5,3500,OMNI,,270,0.6,1.2,,,400,1000,300,300,10,30,7,850000,4,20,720,0.25,70,70,,,,,,,HIDE_IN_CODEX,"revolutionary, vayra_red_army",0.1,0.4,2,4,,500.222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fury (P),fury_pirates,Light Cruiser,Unique Pirate Tech,microburn,14,5000,600,9000,12000,600,130,1,95,100,80,30,60,650,FRONT,,120,0.3,0.6,,,90,130,60,80,3,27,9,140000,4,12,420,0.25,22,22,,,,,,,HIDE_IN_CODEX,,,0.7,2,3,,415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominator (P),dominator_hmi_p,Heavy Cruiser,Unique Pirate Tech,burndrive,15,12000,1200,10000,10000,500,200,,35,20,20,20,20,2150,FRONT,,150,0.4,1,,,200,300,150,150,5,30,8,180000,4,12,540,0.25,28,28,,,,,,,HIDE_IN_CODEX,,,0.4,2,3,,404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onslaught (P),hmi_onslaught_p,Mod Battleship,Unique Pirate Tech,hmi_runaway_ons,30,24500,1500,19000,15000,650,320,2,25,10,10,4,4,3500,FRONT,,180,0.4,1,,,750,1500,300,400,15,27,7,350000,3,12,720,0.25,48,48,,,,,,,HIDE_IN_CODEX,,,0.4,2,3,,507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locomotive (LP),hmi_locomotive_lp,Sacred Colonial Station,Unique Low Tech,hmi_runaway_exodus,45,46000,1300,29000,10000,450,325,2,20,4,2,2,2,3200,NONE,,0,0,0,,,2000,4500,2600,1600,40,40,6,1500000,2,15,720,0.25,90,90,,,,,,,"HIDE_IN_CODEX, SHIP_WITH_MODULES",,,1,2,4,,2100
,hmi_locomotive_rear_lp,Engine Module,,flarelauncher,1,10000,600,10000,7000,350,70,,0,0,0,10,10,2500,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,3,,2100
,hmi_locomotive_gun_left_lp,Gunnery Module,,ammofeed,1,18000,900,6000,5000,250,80,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,3,,2100
,hmi_locomotive_gun_right_lp,Gunnery Module,,ammofeed,1,18000,900,6000,5000,250,80,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.4,2,2,,2100
,hmi_locomotive_fighter_left_lp,Hangar Module,,reservewing,1,10000,540,3000,2500,125,80,2,0,0,0,10,10,350,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.4,2,2,,2100
,hmi_locomotive_fighter_right_lp,Hangar Module,,reservewing,1,10000,540,3000,2500,125,80,2,0,0,0,10,10,350,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,3,,414.1
Limina,hmi_limina,Fast Cruiser,Undeterminable,highenergyfocus,32,7500,450,10000,16000,275,185,2,130,110,90,55,65,1800,FRONT,,270,0.8,1.4,,,150,220,50,30,3,10,8,1000000,4,20,360,0.25,32,32,,,,,,,HIDE_IN_CODEX,,0.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#For Legacy or Save Game Compatibility Purposes,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,1,2,4,,2100
